"DateTime","BTC","ETH","Stablecoins","Otros"
"2013-04-28 18:00:00",1491167008.9733124,0,0,92272991.02668759
"2013-05-05 18:00:00",1289471476.3225555,0,0,81408523.67744438
"2013-05-12 18:00:00",1279976295.2480316,0,0,75553688.75196841
"2013-05-19 18:00:00",1368906875,0,0,76133125
"2013-05-26 18:00:00",1495523737.5,0,0,77806310.5
"2013-06-02 18:00:00",1376180312.5,0,0,60979623.5
"2013-06-09 18:00:00",1131570787.3334885,0,0,60229276.66651152
"2013-06-16 18:00:00",1128715172.2400665,0,0,47954779.75993354
"2013-06-23 18:00:00",1222026948.688507,0,0,69423035.31149289
"2013-06-30 18:00:00",1107131002.0048141,0,0,65838981.99518584
"2013-07-07 18:00:00",870912250.6433487,0,0,60974725.35665129
"2013-07-14 18:00:00",1068522174.4451524,0,0,71437889.55484764
"2013-07-21 18:00:00",1053002220.7248688,0,0,63537811.275131255
"2013-07-28 18:00:00",1131339022.5717545,0,0,87981041.4282455
"2013-08-04 18:00:00",1209521263.6024475,0,0,127598736.3975525
"2013-08-11 18:00:00",1211791875,0,0,104368125
"2013-08-18 18:00:00",1312158046.2135315,0,0,120271905.78646849
"2013-08-25 18:00:00",1417199162.9196167,0,0,125010885.0803833
"2013-09-01 18:00:00",1613597804.8339844,0,0,111452179.16601562
"2013-09-08 18:00:00",1422176276.6231537,0,0,119533675.37684634
"2013-09-15 18:00:00",1531820995.1446533,0,0,116819004.85534671
"2013-09-22 18:00:00",1513944618.3506012,0,0,157555413.64939883
"2013-09-29 18:00:00",1614348004.4075012,0,0,168391963.59249872
"2013-10-06 18:00:00",1527762511.7965698,0,0,136877488.20343018
"2013-10-13 18:00:00",1648465923.820877,0,0,136244092.1791229
"2013-10-20 18:00:00",2075575236.236572,0,0,117114683.76342788
"2013-10-27 18:00:00",2337096631.970215,0,0,122223432.029785
"2013-11-03 18:00:00",2564065445.2430725,0,0,143214426.75692743
"2013-11-10 18:00:00",3896133973.846436,0,0,167265962.15356416
"2013-11-17 18:00:00",5961504811.29837,0,0,210515412.70162994
"2013-11-24 18:00:00",9302271683.532715,0,0,480208188.46728516
"2013-12-01 18:00:00",11478311241.82129,0,0,1655789238.1787117
"2013-12-08 18:00:00",9602479382.333374,0,0,1224721129.6666253
"2013-12-15 18:00:00",10676620439.015198,0,0,1378179944.9848015
"2013-12-22 18:00:00",7455667854.309083,0,0,803462001.6909174
"2013-12-29 18:00:00",9037000601.14441,0,0,1290099814.8555908
"2014-01-05 18:00:00",11410379147.447205,0,0,1465321076.5527947
"2014-01-12 18:00:00",10541542460.91919,0,0,1223557059.0808113
"2014-01-19 18:00:00",10704830267.202759,0,0,1298770116.7972412
"2014-01-26 18:00:00",10894423689.324951,0,0,1320376694.6750488
"2014-02-02 18:00:00",10174133094.992065,0,0,1242866841.0079339
"2014-02-09 18:00:00",8431675750.64087,0,0,1002704537.3591303
"2014-02-16 18:00:00",7620582454.431152,0,0,976867273.5688477
"2014-02-23 18:00:00",7537076790.734864,0,0,976022985.2651361
"2014-03-02 18:00:00",7013055761.564637,0,0,1012574446.4353632
"2014-03-09 18:00:00",7950816297.534181,0,0,1189514198.4658196
"2014-03-16 18:00:00",7901042491.983031,0,0,1093057732.0169685
"2014-03-23 18:00:00",7061377145.251464,0,0,1040132998.7485358
"2014-03-30 18:00:00",5816914285.171509,0,0,694185618.8284912
"2014-04-06 18:00:00",5821162238.774109,0,0,652197633.2258911
"2014-04-13 18:00:00",5244345091.236877,0,0,540924668.7631226
"2014-04-20 18:00:00",6307454584.918213,0,0,718735239.0817871
"2014-04-27 18:00:00",5470650460.922241,0,0,562969507.0777584
"2014-05-04 18:00:00",5534139929.466248,0,0,580049894.5337528
"2014-05-11 18:00:00",5591520314.794922,0,0,604019653.2050781
"2014-05-18 18:00:00",5703762172.515106,0,0,605487875.4848934
"2014-05-25 18:00:00",7322873545.275879,0,0,706786614.7241211
"2014-06-01 18:00:00",8086619161.5234375,0,0,725081062.4765625
"2014-06-08 18:00:00",8439072805.389403,0,0,693156826.6105963
"2014-06-15 18:00:00",7645644474.316407,0,0,649885509.6835932
"2014-06-22 18:00:00",7787154930.477905,0,0,662915085.5220947
"2014-06-29 18:00:00",7812042911.380005,0,0,591446880.6199951
"2014-07-06 18:00:00",8253713718.658446,0,0,530036425.3415534
"2014-07-13 18:00:00",8155149531.25,0,0,576850724.75
"2014-07-20 18:00:00",8138524773.953248,0,0,583974810.0467523
"2014-07-27 18:00:00",7765045722.738648,0,0,550594085.261352
"2014-08-03 18:00:00",7677845259.356689,0,0,549384948.6433105
"2014-08-10 18:00:00",7760291956.115723,0,0,500737931.88427734
"2014-08-17 18:00:00",6465209602.4383545,0,0,369540349.5616455
"2014-08-24 18:00:00",6700098607.670593,0,0,458881488.3294064
"2014-08-31 18:00:00",6313124152.076721,0,0,533025991.92327917
"2014-09-07 18:00:00",6379403733.172607,0,0,567576106.8273926
"2014-09-14 18:00:00",6339090877.085114,0,0,623169090.9148868
"2014-09-21 18:00:00",5307361588.666534,0,0,551838411.3334659
"2014-09-28 18:00:00",5022364916.041565,0,58011.8,577067120.1584353
"2014-10-05 18:00:00",4277427570.227051,0,57730.69,511084811.0829492
"2014-10-12 18:00:00",5055283159.8098755,0,57145.06,541529839.1301246
"2014-10-19 18:00:00",5216564953.132629,0,55571.3,542139411.5673707
"2014-10-26 18:00:00",4764013751.013184,0,74716.46,493821292.5268164
"2014-11-02 18:00:00",4380942302.883911,0,59010.52,457348510.5960889
"2014-11-09 18:00:00",4884494937.3046875,0,71970.9,501313155.7953125
"2014-11-16 18:00:00",5245999858.861542,0,69941.41,519000023.7284586
"2014-11-23 18:00:00",4966079079.814148,0,60273.82,628710438.365852
"2014-11-30 18:00:00",5128691628.189087,0,57249.17,718571186.6409131
"2014-12-07 18:00:00",5093175180.496979,0,60519.72,843424267.7830209
"2014-12-14 18:00:00",4781555061.856842,0,73865.56,892001280.5831577
"2014-12-21 18:00:00",4376893000.846863,0,73331.45,1224683843.7031372
"2014-12-28 18:00:00",4339695193.963623,0,180946.67,1229563603.3663769
"2015-01-04 18:00:00",3628493636.69281,0,116809.43,915609713.87719
"2015-01-11 18:00:00",3649972765.979004,0,114112.65,888413217.3709961
"2015-01-18 18:00:00",2905412014.442444,0,109107.93,748479005.6275562
